age,income,account_age,clicks_last_month,promo_clicks,engagement_score,last_login_days,subscription_type,region,device_type,previous_upsell_attempts,average_session_time,upsell
75,814.9,24,44,4,0.0,11,Basic,South,Tablet,0,3.67,0
60,525.74,45,12,21,0.0,22,Premium,East,Mobile,1,14.86,0
29,587.59,4,1,0,19.39,22,Basic,North,Desktop,0,3.41,0
27,1214.25,8,36,0,3.92,8,Advanced,South,Mobile,1,5.38,0
45,441.5,17,12,0,0.0,11,Basic,South,Desktop,2,5.58,0
57,1021.14,10,4,12,1.82,20,Basic,South,Mobile,3,4.25,0
19,155.75,2,7,2,0.0,0,Advanced,East,Tablet,2,0.11,0
34,8242.57,17,21,2,6.2,8,Advanced,South,Desktop,4,12.64,0
17,835.04,24,27,0,1.97,0,Advanced,West,Mobile,0,1.21,0
54,3577.3,12,57,6,0.0,0,Basic,East,Desktop,3,17.19,0
16,812.87,26,0,0,7.97,15,Basic,North,Desktop,2,18.57,0
24,587.15,29,8,0,31.14,34,Advanced,South,Desktop,3,9.07,0
38,195.12,23,11,4,9.97,27,Basic,North,Tablet,1,3.32,0
41,215.76,31,0,17,0.0,0,Basic,South,Desktop,3,17.49,0
53,589.98,25,27,0,0.0,18,Premium,South,Mobile,1,1.4,0
33,,44,31,0,23.56,25,Premium,South,Tablet,2,9.23,1
35,580.89,12,19,0,24.44,11,Premium,West,Desktop,2,0.23,1
30,1894.79,18,11,0,23.5,30,Premium,West,Desktop,3,8.31,0
71,667.98,3,18,6,0.0,0,Advanced,North,Tablet,1,12.52,0
68,,6,40,0,13.35,41,Advanced,East,Mobile,4,12.27,1
16,1532.94,8,11,0,0.0,0,Premium,West,Mobile,3,5.07,0
40,640.43,24,3,4,0.0,9,Basic,South,Desktop,0,2.55,0
31,999.1,15,4,0,11.74,0,Basic,West,Desktop,1,7.01,1
53,466.3,23,40,11,0.0,14,Premium,West,Mobile,0,14.91,0
35,662.54,27,21,0,26.56,13,Basic,North,Desktop,1,16.82,1
28,4683.85,31,17,0,0.0,1,Advanced,West,Desktop,4,1.71,1
31,1573.1,2,0,1,23.21,33,Basic,North,Mobile,0,4.33,1
53,4823.99,2,0,8,0.0,0,Premium,East,Desktop,1,4.89,0
16,179.01,24,22,0,26.92,49,Premium,South,Desktop,1,27.65,0
61,2743.23,4,34,1,0.0,36,Premium,West,Desktop,0,4.45,0
40,417.64,11,36,0,27.62,31,Premium,North,Tablet,4,5.02,1
61,961.44,15,53,15,0.0,13,Advanced,South,Mobile,4,18.1,0
58,1175.41,10,8,8,4.45,19,Basic,West,Mobile,0,2.16,1
26,1137.32,26,30,1,12.26,3,Basic,West,Desktop,1,4.8,0
62,5135.6,18,30,0,23.9,22,Premium,South,Desktop,3,14.34,1
16,938.65,43,22,0,33.82,31,Advanced,East,Desktop,4,14.17,0
68,1312.54,36,26,20,0.0,20,Advanced,North,Desktop,2,19.53,0
16,715.26,28,12,0,,0,Premium,North,Desktop,0,8.25,0
28,3154.46,22,0,11,0.0,6,Advanced,East,Tablet,2,6.25,0
52,860.95,13,16,0,0.0,15,Advanced,East,Desktop,0,1.1,0
63,1741.67,3,27,0,0.0,0,Advanced,West,Tablet,1,14.09,0
47,1051.56,7,2,1,0.0,0,Premium,West,Mobile,1,10.89,0
78,767.6,14,45,0,12.21,28,Premium,North,Tablet,0,15.42,1
53,106.86,30,11,9,10.8,22,Basic,South,Mobile,1,10.94,0
55,443.29,11,18,3,,0,Basic,West,Tablet,1,11.52,0
71,1358.92,14,33,17,0.0,9,Premium,South,Desktop,1,21.52,0
58,1321.28,4,38,0,0.0,0,Premium,South,Desktop,3,7.48,0
23,430.58,25,4,0,3.15,0,Basic,West,Desktop,0,16.88,1
35,544.55,50,6,18,0.0,19,Advanced,East,Tablet,0,10.2,0
52,266.35,20,37,0,0.0,4,Premium,West,Desktop,0,19.22,0
16,1650.34,37,2,0,0.0,0,Premium,West,Tablet,3,4.92,0
38,1597.18,10,22,0,35.15,38,Basic,North,Desktop,3,2.16,0
26,542.36,9,17,2,0.0,0,Basic,South,Mobile,0,4.72,0
41,344.34,23,33,0,,19,Advanced,East,Mobile,3,12.72,1
28,785.44,9,34,7,0.0,0,Advanced,North,Tablet,4,13.34,0
16,1006.53,34,0,0,0.0,0,Advanced,East,Mobile,2,1.94,0
56,1450.79,28,12,14,13.11,42,Premium,East,Desktop,1,11.71,0
50,618.59,29,34,0,0.0,13,Advanced,South,Desktop,3,4.56,0
16,,2,9,0,0.0,23,Basic,North,Desktop,3,1.5,1
60,1072.16,22,35,19,0.0,0,Basic,West,Desktop,3,19.51,0
80,1919.57,14,43,7,0.0,0,Advanced,South,Mobile,2,22.15,0
16,1784.01,11,0,0,4.41,0,Advanced,West,Tablet,3,4.73,0
16,814.72,35,40,0,11.82,0,Premium,South,Mobile,4,2.25,0
20,62.47,17,25,3,0.0,8,Premium,East,Tablet,1,17.21,0
62,736.12,18,33,0,0.0,2,Basic,East,Mobile,1,18.04,0
73,2061.24,19,29,10,0.0,0,Advanced,North,Desktop,1,14.75,0
48,488.19,19,9,1,0.0,0,Basic,South,Desktop,0,1.42,0
38,209.55,42,20,7,0.0,24,Basic,East,Mobile,0,0.68,0
16,923.29,47,8,0,22.67,0,Premium,West,Mobile,1,5.89,0
40,1668.39,22,15,2,3.44,38,Basic,North,Tablet,2,5.22,0
50,1361.2,32,25,0,7.71,18,Advanced,West,Tablet,2,8.43,1
24,964.4,19,38,0,13.75,6,Advanced,East,Mobile,4,13.36,1
16,579.73,18,0,0,34.81,48,Premium,West,Tablet,3,10.82,0
16,2708.19,39,0,0,44.01,21,Premium,North,Mobile,2,8.26,0
16,,34,1,0,27.31,24,Premium,South,Desktop,2,5.86,0
16,3365.17,32,22,2,0.0,0,Premium,North,Mobile,2,5.29,0
80,579.79,21,47,12,0.0,10,Advanced,East,Desktop,0,16.33,0
24,815.73,11,7,0,14.63,19,Premium,North,Tablet,3,12.87,0
16,1084.15,30,6,3,0.0,0,Premium,North,Tablet,4,14.09,0
16,390.8,63,7,0,18.14,0,Basic,North,Tablet,3,2.39,0
16,1930.06,25,8,0,17.07,4,Premium,East,Desktop,4,2.49,0
39,3284.33,4,33,0,19.69,31,Advanced,East,Tablet,2,3.46,0
16,1822.38,30,0,16,0.0,1,Basic,West,Mobile,0,6.07,1
52,149.69,0,40,0,2.29,34,Basic,South,Desktop,2,8.21,1
36,,1,20,0,,52,Premium,West,Tablet,1,22.52,0
44,1449.93,12,31,0,33.96,33,Basic,East,Desktop,2,1.11,1
43,959.23,12,6,0,23.7,30,Premium,North,Desktop,2,11.59,1
22,,7,9,0,10.19,11,Basic,South,Desktop,2,3.97,0
76,132.82,20,34,28,0.0,6,Basic,West,Tablet,2,17.42,0
49,4101.99,19,13,0,0.0,7,Advanced,West,Desktop,4,0.77,1
39,1156.55,25,12,0,28.24,16,Premium,South,Tablet,1,12.47,1
16,1020.48,27,0,0,27.9,23,Basic,North,Desktop,0,6.7,0
16,1287.77,29,9,0,14.76,16,Premium,West,Tablet,1,18.09,0
59,1348.35,20,29,12,0.0,10,Advanced,South,Desktop,2,6.93,0
24,822.42,22,41,4,0.0,0,Advanced,East,Desktop,3,9.71,0
39,1468.39,21,14,0,2.12,6,Basic,East,Mobile,0,1.98,1
24,1162.06,10,30,0,0.0,0,Premium,West,Mobile,4,9.42,0
16,987.62,40,0,0,13.38,0,Advanced,West,Mobile,3,12.83,0
35,5941.82,2,2,0,41.6,52,Advanced,South,Mobile,3,2.2,0
29,1043.29,8,8,1,9.07,18,Premium,West,Desktop,1,14.6,0
61,,12,48,0,31.48,51,Advanced,East,Mobile,0,5.25,0
39,3471.73,17,0,2,0.0,5,Premium,East,Tablet,3,3.77,0
16,254.32,12,5,0,,31,Basic,West,Desktop,3,8.33,0
28,720.71,36,20,0,,47,Advanced,East,Mobile,3,1.46,0
50,583.55,25,27,5,0.0,0,Basic,East,Desktop,1,8.14,0
25,2547.9,8,10,0,18.35,25,Basic,West,Tablet,3,9.89,0
16,946.09,42,13,0,0.0,0,Basic,South,Desktop,1,9.93,0
16,986.86,60,17,7,0.0,0,Premium,North,Mobile,0,18.39,0
16,197.05,58,0,0,,41,Basic,West,Desktop,1,13.7,0
16,,28,9,0,6.95,2,Basic,North,Mobile,2,3.4,0
16,1030.32,30,22,0,4.99,0,Premium,West,Desktop,1,12.02,0
16,1407.72,34,8,0,,0,Advanced,South,Desktop,4,11.51,0
46,3358.19,13,0,0,17.84,19,Advanced,North,Tablet,1,5.61,1
45,821.36,26,11,0,24.23,18,Premium,West,Mobile,3,11.2,1
36,693.37,25,0,3,21.63,21,Basic,South,Tablet,1,0.09,1
51,851.62,6,0,17,0.0,0,Premium,North,Tablet,3,19.68,0
25,923.44,18,22,0,24.56,35,Premium,West,Desktop,1,17.16,0
40,652.78,19,5,4,0.0,2,Advanced,South,Tablet,4,18.25,0
34,1807.16,7,25,0,19.11,18,Basic,North,Mobile,1,2.51,0
48,3845.8,14,11,16,0.0,0,Basic,South,Desktop,1,6.72,0
16,4617.14,36,0,0,0.0,0,Basic,West,Desktop,3,3.12,1
46,,5,23,0,13.53,25,Advanced,West,Tablet,2,3.28,1
19,252.62,17,22,0,15.56,25,Basic,West,Mobile,2,15.17,0
26,,14,0,0,6.32,1,Premium,West,Mobile,1,19.05,1
16,4572.32,8,0,0,26.71,35,Advanced,East,Desktop,3,12.38,0
36,302.39,29,19,0,,15,Premium,North,Tablet,3,7.59,0
64,276.3,16,11,22,0.0,0,Advanced,West,Tablet,1,11.06,0
20,500.17,21,25,0,8.84,0,Premium,North,Desktop,0,3.04,0
16,6606.66,29,0,0,43.06,42,Basic,South,Mobile,0,7.76,0
16,2715.0,30,14,0,40.93,35,Premium,West,Mobile,2,0.5,0
54,820.45,18,26,1,0.0,11,Premium,North,Desktop,1,5.59,0
16,957.4,41,17,0,6.47,0,Advanced,North,Mobile,3,0.54,1
32,1632.15,15,45,11,0.0,0,Premium,West,Tablet,1,9.45,0
51,1722.92,49,21,16,0.0,31,Basic,North,Tablet,1,8.96,0
39,537.26,5,15,0,29.07,48,Basic,East,Mobile,3,15.93,0
71,481.82,8,38,7,0.0,0,Basic,South,Desktop,0,7.93,0
50,1071.94,14,0,10,0.0,0,Basic,North,Tablet,1,13.56,0
16,367.69,67,7,0,31.87,33,Advanced,West,Desktop,4,16.66,1
37,2160.49,5,0,0,0.0,8,Basic,North,Desktop,1,2.71,0
43,439.73,20,25,0,38.54,37,Basic,West,Desktop,3,5.91,0
29,384.36,12,1,10,0.0,20,Basic,West,Tablet,2,1.95,0
16,640.18,27,3,0,24.12,21,Advanced,West,Mobile,2,12.6,0
76,31758.78,20,29,17,0.0,4,Basic,West,Desktop,0,24.89,0
22,3341.98,9,4,0,14.63,16,Advanced,South,Desktop,2,11.43,0
38,1404.88,23,0,1,0.0,30,Basic,North,Desktop,1,4.56,0
28,333.17,11,7,0,3.44,9,Basic,West,Desktop,3,15.46,0
43,3509.82,16,8,6,0.0,3,Advanced,West,Mobile,1,12.22,0
36,787.01,33,4,15,16.59,20,Advanced,South,Tablet,3,6.19,0
41,621.2,16,36,4,0.0,10,Advanced,East,Desktop,0,16.6,0
16,,35,7,0,23.8,39,Advanced,North,Tablet,0,1.45,1
65,2932.43,28,9,0,17.14,8,Advanced,West,Desktop,3,0.09,1
16,289.11,28,13,0,21.79,30,Basic,South,Desktop,4,18.37,0
30,1371.85,6,14,0,19.6,0,Premium,East,Desktop,4,2.76,1
16,1007.39,20,0,0,4.66,23,Advanced,North,Mobile,1,28.91,0
37,774.8,25,26,1,0.0,31,Advanced,West,Desktop,0,1.22,0
37,394.73,14,25,2,0.0,15,Premium,North,Tablet,2,11.72,0
80,653.13,37,55,0,0.0,5,Premium,South,Desktop,2,8.8,1
22,1319.73,36,40,0,33.19,42,Advanced,South,Tablet,2,18.25,0
23,503.31,10,17,0,15.9,40,Premium,South,Desktop,4,21.46,0
16,3813.07,39,0,0,36.91,32,Premium,West,Desktop,4,11.79,0
16,350.67,46,18,0,20.15,42,Advanced,South,Mobile,3,33.33,1
52,1274.3,12,28,0,17.07,39,Basic,East,Tablet,1,14.21,0
21,2361.61,21,17,0,43.81,44,Advanced,South,Desktop,2,20.39,1
51,1737.84,10,13,2,0.0,4,Basic,West,Desktop,2,6.22,0
40,1849.24,6,23,0,17.65,29,Premium,North,Tablet,1,8.35,0
16,1718.61,6,24,14,0.0,0,Advanced,East,Desktop,3,20.01,1
26,2639.22,10,12,0,19.03,22,Basic,East,Desktop,1,6.24,0
49,,36,19,16,0.0,10,Basic,North,Mobile,0,14.46,0
54,963.05,9,31,14,0.0,3,Basic,West,Desktop,3,14.04,0
16,920.14,47,24,2,7.53,74,Advanced,East,Mobile,2,29.82,1
66,1284.35,7,27,1,13.57,25,Basic,East,Tablet,4,9.92,1
16,2802.85,31,0,0,15.81,10,Premium,North,Desktop,2,13.99,0
19,,25,11,0,15.99,24,Advanced,North,Tablet,0,20.31,0
46,2794.35,10,46,3,3.7,0,Advanced,North,Desktop,4,10.08,0
16,921.45,25,0,0,27.87,30,Basic,South,Mobile,0,8.39,0
28,3552.64,14,22,6,0.0,0,Premium,East,Mobile,2,3.44,1
16,8665.3,40,8,0,0.0,0,Basic,South,Mobile,4,10.27,0
50,2704.54,14,8,17,,2,Advanced,East,Desktop,1,14.44,0
32,1248.5,15,25,0,,8,Basic,North,Tablet,3,0.52,0
37,1704.59,1,26,0,29.93,55,Premium,North,Tablet,1,18.61,0
72,419.53,2,8,21,0.0,0,Basic,South,Tablet,1,13.47,0
32,403.18,13,32,13,0.0,0,Premium,North,Tablet,0,4.44,0
16,,49,13,7,6.95,0,Premium,West,Desktop,3,25.78,1
31,899.23,3,37,8,0.0,0,Basic,North,Mobile,0,4.5,0
20,,23,23,0,14.15,17,Premium,South,Desktop,3,5.54,1
45,,12,0,12,0.0,0,Premium,North,Desktop,3,15.53,0
45,1168.64,6,44,0,0.0,16,Advanced,South,Desktop,0,0.9,0
16,,21,17,0,0.0,8,Advanced,North,Desktop,0,4.54,1
16,268.07,18,0,0,36.24,59,Basic,East,Mobile,0,24.03,0
16,414.3,18,7,0,0.37,0,Premium,West,Mobile,0,1.92,0
32,862.01,38,0,1,45.23,19,Basic,East,Desktop,2,12.29,1
65,,41,31,14,0.0,16,Advanced,South,Mobile,3,19.34,0
16,782.62,22,12,0,19.49,22,Basic,West,Tablet,1,10.77,0
16,7795.24,46,0,0,40.76,19,Advanced,North,Tablet,0,7.04,0
25,1356.92,15,24,0,13.38,28,Basic,West,Mobile,2,18.69,0
28,1612.5,4,0,0,0.0,0,Premium,South,Mobile,4,7.16,0
33,1734.35,14,0,0,10.99,14,Premium,East,Mobile,3,1.75,1
16,279.42,11,20,0,0.0,0,Premium,South,Mobile,0,16.41,0
36,428.62,18,0,9,13.0,32,Premium,East,Desktop,4,12.89,0
19,791.72,24,13,0,10.0,14,Basic,East,Tablet,0,15.64,0
35,1070.79,2,15,0,39.22,55,Premium,East,Mobile,2,8.97,0
59,3706.52,11,37,9,0.0,9,Basic,West,Desktop,3,12.84,0
16,1302.71,48,0,0,18.31,0,Basic,South,Desktop,1,9.91,0
36,1104.23,5,10,0,8.91,8,Basic,North,Desktop,2,2.73,0
33,1083.44,39,19,0,3.84,0,Premium,North,Desktop,1,2.77,1
16,498.81,37,0,17,16.33,0,Basic,East,Tablet,4,1.06,1
27,1618.85,3,42,4,0.0,0,Basic,East,Tablet,0,3.51,0
16,1195.8,38,0,0,27.64,12,Advanced,South,Mobile,3,0.05,0
25,154.43,18,0,3,1.32,11,Advanced,South,Desktop,3,1.11,0
16,5142.7,13,6,0,8.29,29,Basic,West,Tablet,1,21.99,0
27,,9,19,0,13.51,18,Basic,South,Mobile,0,10.71,0
44,1196.55,4,13,10,0.0,0,Advanced,South,Desktop,0,13.6,0
40,1581.26,11,23,0,6.02,40,Premium,East,Desktop,1,19.78,0
16,1523.21,36,2,0,29.18,20,Advanced,East,Desktop,1,4.48,0
16,846.39,17,20,0,10.93,7,Advanced,South,Tablet,1,2.22,0
31,3543.42,1,18,0,28.6,61,Advanced,East,Desktop,3,16.69,0
57,588.43,10,22,0,0.0,4,Advanced,East,Desktop,4,15.77,0
50,575.45,2,59,6,11.89,27,Premium,North,Mobile,0,18.37,0
38,2031.54,4,0,12,0.0,20,Premium,North,Desktop,4,1.2,0
24,1036.07,21,25,0,16.18,19,Premium,North,Desktop,1,9.36,0
60,1589.63,8,40,0,0.0,16,Premium,East,Desktop,0,2.05,0
16,1454.56,43,0,0,15.28,4,Basic,North,Tablet,2,12.12,0
64,6247.97,14,25,14,0.0,3,Basic,North,Desktop,4,17.77,0
54,3441.54,22,13,17,0.0,13,Premium,East,Desktop,2,14.98,0
32,876.66,1,13,0,32.45,44,Basic,South,Desktop,2,2.75,0
52,309.6,13,9,2,0.0,17,Advanced,South,Tablet,1,8.99,0
16,896.73,21,0,0,18.85,0,Premium,South,Tablet,0,15.28,0
23,5375.71,26,1,2,16.66,17,Basic,North,Tablet,1,7.0,0
53,3217.69,7,7,13,2.95,19,Basic,West,Tablet,1,9.26,0
16,4489.85,36,0,0,12.42,1,Advanced,West,Desktop,1,1.94,0
16,1135.34,52,20,0,26.4,26,Premium,West,Mobile,1,15.48,0
19,1442.58,18,29,0,8.28,12,Basic,West,Tablet,0,11.76,0
56,568.47,30,35,9,0.0,11,Advanced,West,Tablet,2,7.6,0
18,1081.74,15,10,0,16.09,3,Advanced,South,Tablet,1,7.05,0
37,502.46,4,18,0,0.66,6,Advanced,East,Mobile,1,1.96,1
35,2948.49,12,0,11,5.4,0,Premium,North,Mobile,0,1.51,0
16,1854.29,15,8,2,0.0,0,Premium,East,Tablet,2,27.08,1
16,,5,34,5,0.0,9,Advanced,East,Desktop,2,8.42,1
35,1163.96,17,36,0,20.64,40,Basic,West,Tablet,4,8.99,0
16,437.22,29,21,0,27.89,22,Basic,East,Desktop,2,3.68,0
40,1049.43,16,24,0,10.03,21,Advanced,North,Mobile,1,12.72,1
70,907.91,36,42,15,0.0,13,Advanced,North,Desktop,0,19.93,0
62,2047.54,17,33,14,0.0,8,Premium,East,Desktop,1,15.73,0
20,237.8,25,16,0,13.19,11,Basic,South,Desktop,2,8.67,0
32,946.83,22,50,9,0.0,0,Basic,East,Mobile,0,10.34,0
58,,14,2,13,0.0,0,Advanced,West,Mobile,3,8.37,0
28,2233.27,17,48,8,0.0,5,Basic,East,Tablet,3,23.89,0
30,742.3,24,19,0,0.0,10,Advanced,East,Desktop,3,7.39,0
28,2331.66,25,9,0,16.05,13,Premium,West,Mobile,0,2.92,1
16,1025.54,35,3,2,,0,Advanced,South,Mobile,1,9.86,0
18,830.82,23,12,0,,19,Advanced,West,Tablet,1,4.75,0
45,1159.42,25,20,9,0.0,12,Basic,East,Mobile,2,12.33,0
19,2145.74,18,3,0,25.96,20,Premium,North,Mobile,0,1.1,0
55,,36,0,16,44.16,16,Premium,East,Mobile,2,8.56,1
26,,14,25,0,28.26,41,Advanced,North,Mobile,2,19.2,0
29,,24,3,0,22.55,33,Basic,West,Mobile,0,9.22,1
24,2270.27,26,26,0,17.5,14,Basic,West,Desktop,3,7.7,0
69,244.79,5,39,2,0.0,0,Basic,East,Tablet,3,8.14,0
41,,22,13,7,,10,Basic,East,Mobile,3,6.6,0
71,531.25,30,40,25,0.0,0,Advanced,North,Desktop,2,18.95,0
39,921.54,22,38,2,17.1,21,Premium,North,Desktop,2,12.28,0
16,3162.96,35,21,0,27.01,29,Advanced,South,Desktop,3,13.85,0
16,1183.35,41,27,0,12.6,0,Advanced,East,Desktop,3,7.14,0
36,446.83,22,0,10,5.12,14,Basic,North,Mobile,1,5.12,0
53,2007.19,13,9,7,0.0,2,Basic,West,Tablet,0,11.84,0
24,2009.19,23,21,0,38.48,41,Premium,North,Tablet,3,6.76,0
74,3891.65,5,45,12,0.0,15,Premium,South,Desktop,4,17.08,0
42,88.92,25,5,0,4.88,7,Advanced,South,Mobile,1,4.85,1
16,1970.15,31,22,0,0.0,0,Premium,East,Mobile,1,2.91,0
32,1738.08,5,22,0,4.95,0,Premium,East,Tablet,2,3.16,0
46,3239.1,25,22,6,10.04,13,Premium,South,Mobile,3,6.95,1
79,1788.02,16,23,0,27.38,30,Basic,North,Mobile,0,16.16,1
56,432.41,26,44,8,2.03,36,Advanced,West,Mobile,4,8.57,0
40,826.93,30,26,5,0.0,32,Premium,West,Desktop,3,4.2,0
46,482.37,14,13,0,14.65,16,Advanced,West,Desktop,4,5.67,1
16,502.59,16,0,0,0.0,0,Premium,North,Mobile,3,2.28,0
19,,7,15,0,2.17,24,Basic,South,Desktop,3,22.27,0
46,4544.32,5,54,5,8.89,8,Basic,East,Mobile,0,1.55,0
47,779.23,21,38,0,0.0,28,Premium,North,Mobile,4,6.23,0
28,741.83,12,35,0,6.08,11,Basic,South,Mobile,4,4.89,0
48,4437.08,8,16,0,0.0,17,Basic,West,Desktop,2,1.71,0
42,198.34,29,8,14,,15,Advanced,East,Mobile,2,15.65,0
16,199.66,46,0,0,20.22,29,Premium,South,Desktop,3,28.3,0
35,752.33,9,0,7,23.81,36,Advanced,South,Desktop,1,3.75,0
16,1018.1,39,23,0,,27,Basic,West,Tablet,3,15.16,0
58,740.77,27,35,11,1.57,10,Premium,South,Mobile,0,23.87,0
47,570.75,9,22,0,0.0,7,Basic,North,Desktop,4,0.88,0
38,1758.02,18,19,0,0.0,25,Basic,North,Mobile,0,5.09,0
75,1241.33,27,37,14,0.0,0,Advanced,East,Mobile,0,16.24,0
17,1938.19,19,33,1,0.0,1,Basic,East,Tablet,4,16.5,0
46,1417.06,24,5,5,0.61,24,Premium,North,Tablet,4,4.6,0
16,8902.25,32,10,0,31.84,52,Advanced,South,Tablet,0,22.37,0
38,209.62,19,14,0,15.48,20,Premium,East,Desktop,1,4.44,1
66,947.86,11,26,14,0.0,0,Advanced,North,Tablet,3,15.46,0
35,151.96,23,0,7,0.0,8,Premium,East,Tablet,0,1.99,0
16,1206.67,36,36,0,4.27,22,Basic,East,Desktop,2,4.87,1
53,512.41,13,73,12,0.0,0,Basic,West,Desktop,2,5.4,0
46,722.38,11,33,0,25.94,33,Premium,East,Desktop,0,6.4,0
16,453.82,16,7,0,17.32,28,Premium,South,Tablet,0,11.21,0
34,,9,26,0,15.54,21,Advanced,East,Mobile,3,2.1,0
39,4503.23,13,0,11,9.34,0,Premium,East,Mobile,0,7.9,0
16,1634.72,74,41,0,12.29,46,Advanced,West,Tablet,1,4.04,1
53,76.92,24,25,6,0.0,0,Basic,East,Desktop,1,8.28,0
57,504.3,17,28,17,0.0,0,Premium,East,Mobile,0,15.01,0
54,440.36,21,41,0,0.09,16,Premium,South,Desktop,1,12.7,1
16,468.53,33,9,0,43.17,42,Advanced,West,Mobile,0,4.74,0
16,439.86,10,29,0,14.77,10,Premium,East,Tablet,1,1.73,1
43,1055.79,44,12,15,0.0,4,Advanced,East,Desktop,0,11.51,0
26,329.06,34,4,7,0.0,9,Advanced,East,Desktop,3,3.72,0
67,1289.06,15,20,13,0.0,0,Basic,East,Mobile,1,16.02,0
16,2527.68,27,20,0,27.56,35,Basic,North,Tablet,1,13.52,0
41,125.56,33,21,3,0.0,12,Advanced,South,Tablet,2,8.42,0
17,570.29,40,21,0,25.52,41,Premium,East,Mobile,3,6.95,1
59,551.8,36,35,11,0.0,0,Basic,West,Mobile,3,27.99,0
53,618.22,23,30,8,,17,Premium,South,Mobile,1,4.25,0
47,10078.1,10,0,0,20.43,0,Premium,East,Mobile,2,11.21,1
34,1007.71,25,11,5,0.0,13,Advanced,South,Mobile,1,4.25,0
17,2148.36,11,16,0,33.87,57,Basic,West,Desktop,3,18.09,0
39,571.76,45,17,8,9.17,41,Basic,West,Desktop,1,0.85,0
48,388.43,32,14,2,0.0,11,Advanced,East,Mobile,4,0.79,0
62,552.01,7,20,4,0.0,0,Premium,North,Tablet,4,19.17,0
30,3110.11,22,0,0,23.75,65,Basic,North,Desktop,2,19.25,0
64,803.38,30,22,16,0.0,18,Basic,North,Desktop,0,17.11,0
44,1472.66,3,15,0,0.0,14,Basic,North,Tablet,1,2.6,0
40,1133.26,40,29,3,9.16,0,Premium,South,Tablet,3,5.1,1
36,254.78,11,0,0,0.0,0,Basic,West,Desktop,3,20.8,0
23,181.49,33,10,0,9.35,49,Advanced,North,Tablet,1,7.64,0
23,852.0,14,35,11,0.0,0,Advanced,South,Mobile,0,5.92,0
45,316.93,1,10,1,0.0,0,Advanced,North,Mobile,0,13.3,0
42,1008.05,16,0,0,28.97,7,Premium,East,Desktop,4,4.21,1
43,,23,16,5,0.0,45,Basic,West,Tablet,3,0.5,0
77,,28,37,16,0.0,6,Advanced,West,Desktop,4,21.53,0
31,664.2,29,0,0,0.0,0,Premium,South,Mobile,0,4.37,0
53,,21,11,0,0.0,19,Premium,North,Desktop,3,0.76,0
35,652.17,14,0,0,0.0,30,Basic,North,Tablet,1,1.59,0
51,4574.39,18,38,1,0.0,46,Basic,North,Tablet,0,1.78,0
38,233.73,34,35,0,30.93,11,Premium,West,Tablet,4,15.55,1
16,380.0,22,12,0,3.74,0,Premium,West,Desktop,2,0.99,1
47,15073.19,6,0,1,14.95,21,Basic,South,Mobile,3,2.32,1
52,4139.21,1,41,0,35.78,68,Premium,North,Tablet,1,27.91,0
49,350.99,22,38,2,0.0,16,Basic,North,Tablet,3,2.3,0
30,435.87,22,48,0,7.48,0,Premium,East,Mobile,1,9.49,1
65,858.76,21,57,0,20.72,36,Advanced,South,Tablet,0,29.17,1
16,,21,20,0,0.0,0,Premium,South,Mobile,1,12.01,0
80,112.89,26,29,27,0.0,0,Advanced,West,Tablet,1,20.63,0
35,2194.85,7,5,0,6.41,37,Premium,East,Tablet,1,22.09,0
19,545.31,17,26,0,13.01,27,Basic,West,Tablet,3,22.22,0
74,346.11,44,42,8,0.0,29,Advanced,North,Desktop,1,5.54,0
44,3961.27,31,21,8,0.0,4,Basic,East,Desktop,3,11.37,0
16,223.56,13,0,0,5.09,0,Premium,North,Desktop,2,0.77,0
17,641.06,1,7,0,1.73,13,Premium,West,Desktop,1,7.97,0
35,3037.0,23,0,11,4.77,26,Advanced,East,Mobile,4,7.95,0
57,4609.8,16,18,0,0.0,0,Basic,West,Tablet,0,14.61,0
46,295.31,21,8,9,9.51,16,Advanced,South,Mobile,1,4.06,0
56,535.9,23,21,12,0.0,12,Premium,North,Desktop,3,9.1,0
28,1106.73,15,40,1,1.59,19,Advanced,North,Mobile,4,26.41,0
51,6674.15,45,0,6,25.69,1,Basic,South,Desktop,3,5.18,1
38,757.32,12,0,12,9.81,17,Basic,North,Tablet,2,9.31,0
23,566.9,11,0,3,0.0,10,Advanced,West,Mobile,3,3.71,0
36,241.9,2,26,2,0.0,0,Premium,East,Tablet,2,2.24,0
58,600.26,17,20,6,0.0,14,Advanced,South,Tablet,3,2.65,0
25,8128.12,25,16,0,9.63,15,Premium,North,Tablet,3,8.34,1
30,695.75,1,7,8,0.0,0,Basic,North,Tablet,4,24.38,0
16,,13,5,0,14.22,5,Advanced,North,Mobile,0,1.95,0
71,2570.12,4,39,6,0.0,0,Premium,South,Mobile,4,9.13,0
80,5545.72,42,19,6,18.06,4,Premium,North,Tablet,4,7.58,1
16,355.07,37,2,0,20.21,14,Basic,East,Desktop,0,12.18,0
16,3080.38,14,24,0,0.0,0,Advanced,West,Desktop,4,2.87,0
33,818.35,1,17,0,2.57,6,Basic,South,Tablet,0,8.05,0
29,396.06,11,8,0,29.48,37,Premium,North,Mobile,3,7.68,0
16,726.07,21,0,0,29.31,27,Advanced,North,Tablet,1,1.27,0
20,1486.23,34,32,6,6.06,0,Premium,South,Mobile,1,5.24,0
